Company
PepGen Inc. Common Stock
Wag! Group Co. Common Stock
PetVivo Holdings Inc. Warrant
Wag! Group Co Warrant
Preferred Bank Common Stock
Pfizer Inc. Common Stock
PIMCO Income Strategy Fund II
PFSweb Inc. Common Stock
Precigen Inc. Common Stock
Progyny Inc. Common Stock
PGT Innovations Inc.
BiomX Inc. COmmon Stock
PLDT Inc. Sponsored ADR
PulteGroup Inc. Common Stock
Phreesia Inc. Common Stock
Pioneer High Income Fund Inc.
Phunware Inc. Common Stock
Phunware Inc. Warrants
Impinj Inc. Common Stock
Polaris Inc. Common Stock
Kidpik Corp. Common Stock
ShiftPixy Inc. Common Stock
Peak Bio Inc. Common Stock
Peak Bio Inc. Warrant
PerkinElmer Inc. Common Stock
Photronics Inc. Common Stock
Plumas Bancorp
PLBY Group Inc. Common Stock
Prologis Inc. Common Stock
Plug Power Inc. Common Stock
Pluri Inc. Common Stock
ePlus inc. Common Stock
PLx Pharma Inc. Common Stock
Plexus Corp. Common Stock
Psychemedics Corporation
Pentair plc. Ordinary Share
Polished Inc. Common Stock
Polar Power Inc. Common Stock
Pono Capital Corp Unit
Pono Capital Corp Warrant
Pool Corporation Common Stock
Powered Brands Units
Powered Brands Warrants
AMMO Inc. Common Stock
Pacific Premier Bancorp Inc
PPL Corporation Common Stock
PRA Group Inc. Common Stock
Porch Group Inc. Common Stock
Perficient Inc. Common Stock
Primerica Inc. Common Stock
Proto Labs Inc. Common stock
Procaps Group S.A. Warrants
Precipio Inc.  Common Stock
Peraso Inc. Common Stock
Prospector Capital Corp. Unit
Public Storage Common Stock
Paysafe Limited Common Shares
PriceSmart Inc. Common Stock
Personalis Inc. Common Stock
Pearson Plc Common Stock
Phillips 66 Common Stock
PTC Inc. Common Stock
PolarityTE Inc. Common Stock
Proterra Inc. Common Stock
Partners Bancorp Common Stock
Pono Capital Two Inc. Unit
Goal Acquisitions Corp. Unit
Pulmatrix Inc. Common Stock
PVH Corp. Common Stock
Power REIT (MD) Common Stock
PowerFleet Inc. Common Stock
P10 Inc. Class A Common Stock
Pixelworks Inc.  Common Stock
PaxMedica Inc. Common Stock
Pyxis Tankers Inc. Warrant
Paycor HCM Inc. Common Stock
PolyPid Ltd. Ordinary Shares
Qiagen N.V. Common Shares 
Qualys Inc. Common Stock
QuinStreet Inc. Common Stock
Qorvo Inc. Common Stock
QualTek Services Inc. Warrant
Q2 Holdings Inc. Common Stock
Qumu Corporation Common Stock
uniQure N.V. Ordinary Shares
Ferrari N.V. Common Shares
RBB Bancorp Common Stock
RENN Fund Inc Common Stock
R1 RCM Inc. Common Stock
Renovacor Inc. Common Stock
Radcom Ltd. Ordinary Shares
RadNet Inc. Common Stock
Red Violet Inc. Common Stock 
Radware Ltd. Ordinary Shares
Reeds Inc. Common Stock
Ring Energy Inc. Common Stock
RPC Inc. Common Stock
REV Group Inc. Common Stock
RF Acquisition Corp. Rights
Royal Gold Inc. Common Stock
REGENXBIO Inc. Common Stock
RH Common Stock
Rio Tinto Plc Common Stock
RLI Corp. Common Stock (DE)
Rambus Inc. Common Stock
ResMed Inc. Common Stock
RenovoRx Inc. Common Stock
Roivant Sciences Ltd. Warrant
Rollins Inc. Common Stock
Ross Stores Inc. Common Stock
Rapid7 Inc. Common Stock
RPT Realty Common Stock
RPT Realty 7.25% 
Reservoir Media Inc. Warrant
Rumble Inc. Warrant
Sunrun Inc. Common Stock
Rush Enterprises Inc. Class B
Rail Vision Ltd. Warrant
Ryvyl Inc. Common Stock
RXO Inc. Common Stock
RXR Acquisition Corp. Units
RxSight Inc. Common Stock
Safehold Inc. Common Stock
Saia Inc. Common Stock
SAP  SE ADS
Saratoga Investment Corp New
Satellogic Inc. Warrant
Signature Bank Common Stock
SCE TRUST VI
Stepan Company Common Stock
ScION Tech Growth I Unit
ScION Tech Growth I Warrant
ScION Tech Growth II Units
comScore Inc. Common Stock
Steelcase Inc. Common Stock
ScanSource Inc. Common Stock
374Water Inc. Common Stock
SCYNEXIS Inc. Common Stock
Schrodinger Inc. Common Stock
Secoo Holding Limited ADS
Sesen Bio Inc. Common Stock
Sono Group N.V. Common Shares
SFL Corporation Ltd
SG Blocks Inc. Common Stock
Seagen Inc. Common Stock
SPAR Group Inc. Common Stock
Star Group L.P. Common Stock
Sharecare Inc. Warrant
SHF Holdings Inc. Warrants
SI-BONE Inc. Common Stock
Sientra Inc. Common Stock
Sprott Inc. Common Shares
Silicom Ltd Ordinary Shares
Silo Pharma Inc. Common Stock
Shineco Inc. Common Stock
SJW Group Common Stock (DE)
SkyWest Inc. Common Stock
Slam Corp. Unit
Slam Corp. warrant
Solid Power Inc. Warrant
SomaLogic Inc. Warrant
SLM Corporation Common Stock
SelectQuote Inc. Common Stock
Sema4 Holdings Corp. Warrant
Stryve Foods Inc. Warrant
Smart Sand Inc. Common Stock
SNDL Inc. Common Shares
SenesTech Inc. Common Stock
Soligenix Inc. Common Stock
Synopsys Inc. Common Stock
Sanofi ADS
SOBR Safe Inc. Common Stock
Sonder Holdings Inc. Warrants
Sonos Inc. Common Stock
Sonendo Inc. Common Stock
SoundHound AI Inc. Warrant
S&P Global Inc. Common Stock
SPK Acquisition Corp. Right
SPK Acquisition Corp Unit
Splunk Inc. Common Stock
SciSparc Ltd. Ordinary Shares
SeqLL Inc. Common stock
SeqLL Inc. Warrant
Spire Inc. Common Stock
Stericycle Inc. Common Stock
Surmodics Inc. Common Stock
DBA Sempra Common Stock
Stoneridge Inc. Common Stock
Scully Royalty Ltd.
StarTek Inc. Common Stock
Surrozen Inc. Common Stock
SSR Mining Inc. Common Stock
ShotSpotter Inc. Common Stock
iStar Inc. Common Stock
S&T Bancorp Inc. Common Stock
Neuronetics Inc. Common Stock
Semantix Inc. Warrant
SunOpta Inc. Common Stock
Stellantis N.V. Common Shares
Steel Dynamics Inc.
Stantec Inc Common Stock
Stran & Company Inc. Warrant
Stereotaxis Inc. Common Stock
Sumo Logic Inc. Common Stock
Sunworks Inc. Common Stock
SurgePays Inc. Common Stock
SurgePays Inc. Warrant
SVF Investment Corp. Unit
SVF Investment Corp. Warrant
Save Foods Inc. Common Stock
Savara Inc. Common Stock
SaverOne 2014 Ltd. Warrant
Athlon Acquisition Corp. Unit
Swvl Holdings Corp Warrant
Synlogic Inc. Common Stock
Siyata Mobile Inc. Warrant
Sizzle Acquisition Corp. Unit
AT&T Inc.
Talkspace Inc. Common Stock
Talkspace Inc. Warrant
Taoping Inc. Ordinary Shares 
The Bancorp Inc Common Stock
TrueBlue Inc. Common Stock
Taboola.com Ltd. Warrant
TB SA Acquisition Corp Unit
TriCo Bancshares Common Stock
Tricida Inc. Common Stock
Tidewater Inc. Common Stock
Bio-Techne Corp Common Stock
Telefonica SA Common Stock
TELA Bio Inc. Common Stock
Tellurian Inc. Common Stock
TenX Keane Acquisition Unit
Telecom Argentina SA
Teradyne Inc. Common Stock
Transphorm Inc. Common Stock
TEGNA Inc
Hanover Insurance Group Inc
Gentherm Inc Common Stock
Instil Bio Inc. Common Stock
Interface Inc. Common Stock
Tio Tech A Units
Tio Tech A Warrants
Tiptree Inc. Common Stock
Team Inc. Common Stock
Tilly's Inc. Common Stock
T-Mobile US Inc. Common Stock
Tennant Company Common Stock
Tango Therapeutics Inc.
Teekay Tankers Ltd.
TOP Ships Inc. Common Stock
TowneBank Common Stock
TPG Inc. Class A Common Stock
Tapestry Inc. Common Stock
Tejon Ranch Co Common Stock
LendingTree Inc. Common Stock
TripAdvisor Inc. Common Stock
Trimble Inc. Common Stock
TORM plc Class A Common Stock
Transcat Inc. Common Stock
TROOPS Inc. Ordinary Shares 
TransUnion Common Stock
TrueCar Inc. Common Stock
Trupanion Inc. Common Stock
Trevena Inc. Common Stock
Trinseo PLC Ordinary Shares 
Tesla Inc. Common Stock
Tyson Foods Inc. Common Stock
TSR Inc. Common Stock
Trane Technologies plc
TotalEnergies SE
Tetra Tech Inc. Common Stock
TechTarget Inc. Common Stock
Tennessee Valley Authority
Two Harbors Investment Corp
two Class A Ordinary Shares
2U Inc. Common Stock
Textron Inc. Common Stock
Cryptyde Inc. Common Stock
Travelzoo Common Stock
Udemy Inc. Common Stock
UDR Inc. Common Stock
Unifi Inc. New Common Stock
UGI Corporation Common Stock
urban-gro Inc. Common Stock
Amerco Common Stock
Ubiquiti Inc. Common Stock
Unilever PLC Common Stock
Ulta Beauty Inc. Common Stock
Uniti Group Inc. Common Stock
Unum Group Common Stock
UpHealth Inc. Common Stock
Upwork Inc. Common Stock
Upexi Inc. Common Stock
U.S. Gold Corp. Common Stock
U.S. Bancorp Common Stock
UserTesting Inc. Common Stock
Usio Inc. Common Stock
UTime Limited Ordinary Shares
Uxin Limited ADS
Visa Inc.
Valaris Limited Common Shares
Value Line Inc. Common Stock
Vapotherm Inc. Common Stock
INNOVATE Corp. Common Stock
VersaBank Common Shares
Vaccinex Inc. Common Stock
Veracyte Inc. Common Stock
VEON Ltd. ADS
Veritone Inc. Common Stock
Veru Inc. Common Stock
Vericity Inc. Common Stock
V.F. Corporation Common Stock
Vista Gold Corp Common Stock
Valhi Inc. Common Stock
View Inc. Warrant
7GC & Co. Holdings Inc. Unit
Vital Farms Inc. Common Stock
Vivakor Inc. Common Stock
Volcon Inc. Common stock
Velo3D Inc. Common Stock
Velodyne Lidar Inc. Warrants 
Invesco High Income Trust II
Vimeo Inc. Common Stock
ViewRay Inc. Common Stock
Vroom Inc. Common Stock
VerifyMe Inc. Common Stock
VerifyMe Inc. Warrant
VeriSign Inc. Common Stock
ViaSat Inc. Common Stock
VSE Corporation Common Stock
Vistra Corp. Common Stock
Verastem Inc. Common Stock
VTEX Class A Common Shares
Ventas Inc. Common Stock
Viatris Inc. Common Stock
Vitru Limited Common Shares
VirTra Inc. Common Stock
Viad Corp Common Stock
Vivint Smart Home Inc. 
Valvoline Inc. Common Stock
V2X Inc. Common Stock
Vaxart Inc Common Stock
Vyant Bio Inc. Common Stock
Waldencast plc Warrant 
WaveDancer Inc. Common Stock
Winc Inc. Common Stock
WD-40 Company Common Stock
Wejo Group Limited Warrant
Welltower Inc. Common Stock
WEX Inc. common stock
Weyco Group Inc. Common Stock
Wingstop Inc. Common Stock
Wipro Limited Common Stock
Wix.com Ltd. Ordinary Shares
WalkMe Ltd. Ordinary Shares
Worksport Ltd. Common Stock
Worksport Ltd. Warrant
Wearable Devices Ltd. Warrant
Walmart Inc. Common Stock
Wolfspeed Inc. Common Stock
SCWorx Corp. Common Stock
W. P. Carey Inc. REIT
Westrock Company Common Stock
WesBanco Inc. Common Stock
Watsco Inc. Common Stock
Watsco Inc.
Whitestone REIT Common Shares
WisdomTree Inc. Common Stock
TeraWulf Inc. Common Stock
Woodward Inc. Common Stock
Beyond Air Inc. Common Stock
XBiotech Inc. Common Stock
Exicure Inc. Common Stock
Xcel Energy Inc. Common Stock
Xcel Brands Inc. Common Stock
Exagen Inc. Common Stock
Xencor Inc. Common Stock
XOMA Corporation Common Stock
Xos Inc. Common Stock
Xos Inc. Warrants
XP Inc. Class A Common Stock
XPAC Acquisition Corp. Unit
XPEL Inc. Common Stock
Xperi Inc. Common Stock 
XPO Logistics Inc.
Expion360 Inc. Common Stock
XWELL Inc. Common Stock
Xylem Inc. Common Stock New
cbdMD Inc. Common Stock
Yelp Inc. Common Stock
Yext Inc. Common Stock
Yum! Brands Inc.
Ziff Davis Inc. Common Stock
Zendesk Inc. Common Stock
ZimVie Inc. Common Stock
Zivo Bioscience Inc. Warrants
Zomedica Corp. Common Shares
Zscaler Inc. Common Stock
Zentek Ltd. Common Stock
Virtus Total Return Fund Inc.
Zumiez Inc. Common Stock
Zymeworks Inc. Common Shares
Zynex Inc. Common Stock
